id_number,name,host_since,host_response_rate,host_acceptance_rate,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,host_response_rate_nan,host_acceptance_rate_nan,Capitol Hill,Columbia Heights,Dupont Circle,Logan Circle,U Street Corridor,Adams Morgan,Near Northeast/H Street Corridor,Shaw,city_one_hot,state_one_hot,property_type_house,property_type_other,Private room,Shared room,bed_type_not_real_bed,instant_bookable_not_f,moderate,strict,super_strict_30,email,facebook,google,jumio,kba,linkedin,manual_offline,manual_online,phone,reviews,sent_id,Washer_amenities,Dryer_amenities,SmokeDetector_amenities,Internet_amenities,Essentials_amenities,TV_amenities,Shampoo_amenities,CableTV_amenities,FireExtinguisher_amenities,Family/KidFriendly_amenities,CarbonMonoxideDetector_amenities,FirstAidKit_amenities,FreeParkingonPremises_amenities,ElevatorinBuilding_amenities,other_rare_amenities_amenities,price_log
116,Perfect 1-BR in Boutique Building,0.302817819147209,0.5952693926966371,-0.3209020161249956,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,110.0,0.49985956564721357,-0.46049569642034127,-0.06591913940044118,-0.01829765720493445,-0.24227862085934887,-0.6914551151044442,-0.7002266991249751,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.4357160176444386,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,4.700480365792417
117,"BEAUTIFUL ONE BEDROOM, DOWNTOWN DC",0.04712008117076079,-0.947593005103727,-0.5882538133279851,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,130.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.37496103729943037,-1.0734836527488518,0.5808383245715515,-0.3008131434104074,0.4191537548024249,0.4042185363447895,0.6774137512987364,-0.3891493148089094,-0.3563195095221102,-0.5041337320911923,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,4.867534450455582
118,Beautiful Studio at Eastern Market,1.0110332644635556,0.5952693926966371,0.7485051726869626,-0.5918481469306653,-0.4295106956787127,-1.4369087904022355,-0.5430874756230608,110.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.20910801674932852,0.3272876519473091,0.5808383245715515,-0.3008131434104074,0.4191537548024249,0.4042185363447895,0.6774137512987364,-0.3891493148089094,-0.3563195095221102,2.9167519902464907,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,4.700480365792417
119,Dupont Adams Morgan Dream,-1.1994063914644242,0.5952693926966371,0.34747747688247826,0.39309439198239454,-0.4295106956787127,-0.2506879948032519,0.2881519174941927,119.0,0.828999141523575,1.7618324402285992,-0.3215360853637992,-0.01829765720493445,-0.47447284962949143,-1.7101978821561976,-1.981291722821502,-1.2344270178443206,-2.532200622523959,-2.8478393048402855,-1.5365258831652184,-1.5730040814673716,0.12851746873626016,-0.45852192246002316,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,4.77912349311153
120,Apartment Above Bars n Adams Morgan,-1.2414619404737084,-2.4904554029040913,-1.925012799342933,-1.0843194163871952,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,110.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3563195095221102,0.0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,4.700480365792417
121,1BD Offers Proximity and Privacy,-0.9689419828935465,0.5952693926966371,0.7485051726869626,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,95.0,0.06100679781206502,-1.201271741969988,-0.3215360853637992,-0.01829765720493445,-0.07642560030924704,0.19994480606583992,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,-0.42955606593324097,0.7947054518495527,-0.3563195095221102,0.24275965061920188,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4.553876891600541
122,Modern Luxury in the Heart of DC!,0.6628133186666821,0.28669691313656426,-0.3209020161249956,-0.5918481469306653,0.41872324925717186,-0.2506879948032519,-0.5430874756230608,99.0,-0.8166987378582321,0.2802803491293055,-0.06591913940044118,-0.018317086252068977,2.1460048750621175,0.3272876519473091,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,-0.42955606593324097,-0.3891493148089094,-0.3563195095221102,0.3624906509010208,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4.59511985013459
123,Private 1 bedroom apartment,-0.18502654936048823,0.5952693926966371,0.7485051726869626,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,105.0,-0.8166987378582321,0.2802803491293055,-0.3215360853637992,-0.01829765720493445,0.05625681613083443,0.07260196018437075,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.5212381607028806,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,4.653960350157523
124,English Basement Apartment,0.8276710707830763,0.5952693926966371,0.7485051726869626,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,96.0,0.06100679781206502,0.2802803491293055,-0.06591913940044118,-0.01829765720493445,-0.44130224551947106,0.8366590354731858,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,0.11162569792959069,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,4.564348191467836
125,Downtown- walk to Metro or Museums,-0.9840819805368889,0.5952693926966371,0.5880940943651688,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,0.2881519174941927,135.0,0.828999141523575,-0.46049569642034127,-0.06591913940044118,-0.01832411649938739,-0.37496103729943037,-1.0734836527488518,0.5808383245715515,-0.3008131434104074,0.4191537548024249,0.4042185363447895,0.6774137512987364,-1.5730040814673716,-0.19470718343598678,0.4252068891438782,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,4.90527477843843
126,Mt. Pleasant Shabby Chic BnB # 1,2.5031641433129606,0.5952693926966371,0.5880940943651688,-0.5918481469306653,2.115191139128941,-0.2506879948032519,-0.5430874756230608,105.0,-0.8166987378582321,0.2802803491293055,-0.06591913940044118,-0.018307755196537264,4.202582329883381,-0.30942657746003677,-0.7002266991249751,-0.3008131434104074,-1.056523433860767,-1.221810384247748,-0.42955606593324097,-0.3891493148089094,0.2901297948223836,0.34538622228933247,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,4.653960350157523
127,Private Luxury Suite & Sunny Patio,-0.5853953759288743,0.5952693926966371,0.6415644538057668,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,95.0,-0.15841958610550927,-0.46049569642034127,-0.3215360853637992,-0.018325650371529587,0.6864982942212214,0.07260196018437075,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,-0.42955606593324097,-0.3891493148089094,-0.03309485734986331,2.660185561071165,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,4.553876891600541
128,Woodley park luxury 1 br + den,-0.9655775389728037,0.5952693926966371,0.7485051726869626,0.8855656614389245,-0.4295106956787127,0.9355328007957316,0.2881519174941927,175.0,0.28043318172963927,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3563195095221102,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,5.1647859739235145
129,HUGE In-law Suite,-1.122024181287341,0.5952693926966371,0.7485051726869626,0.39309439198239454,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,110.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.20910801674932852,0.8366590354731858,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,2.0501276072542782,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,4.700480365792417
130,A condo in the heart Dupont Circle,-0.21867098856791561,0.5952693926966371,0.5880940943651688,0.39309439198239454,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,215.0,0.7192859495647879,0.2802803491293055,-0.06591913940044118,-0.01829765720493445,0.6201570860011807,0.3272876519473091,0.5808383245715515,-0.3008131434104074,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,0.7216836517464774,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,5.3706380281276624
131,Private Bed&Bath- 14th St/ CoHi,0.28263115562275254,0.5952693926966371,0.7485051726869626,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,180.0,-0.3778459700230835,0.2802803491293055,0.18969780656291685,-0.01829765720493445,-0.47447284962949143,0.8366590354731858,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.8063119708976876,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,5.19295685089021
132,Comfy pull-out in sunny AdMo flat,-0.13624211250971852,-0.6390205255436542,0.5613589146448699,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,80.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.20910801674932852,0.8366590354731858,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,0.8699220330477772,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,4.382026634673881
133,Mstr Bdrm in Shadow of The Capitol,0.48281556890694555,-0.17616180620354496,0.0801256796794887,-0.5918481469306653,1.2669571941930564,-0.2506879948032519,-0.5430874756230608,129.0,0.28043318172963927,-0.46049569642034127,-0.3215360853637992,-0.018318083268961404,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2901297948223836,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,4.859812404361672
134,H St Apt - Parking and Pets Welcome,-0.6863286935511564,0.5952693926966371,0.7485051726869626,0.8855656614389245,-0.4295106956787127,-0.2506879948032519,1.1193913106114461,130.0,-0.8166987378582321,1.0210563946789522,-0.06591913940044118,-0.01829765720493445,1.1840573558715268,-0.05474088569709842,0.5808383245715515,-0.3008131434104074,0.4191537548024249,0.4042185363447895,-0.42955606593324097,-0.3891493148089094,-0.3563195095221102,2.5290516083815535,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.867534450455582
135,"Clean, Modern Room in the Capital",0.5669266669255141,-0.0835900623355231,-0.24069647696409874,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,75.0,-0.8166987378582321,0.2802803491293055,-0.3215360853637992,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19470718343598678,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,4.31748811353631
136,Dupont Circle/Embassy Row Condo,0.24730449445495378,0.5952693926966371,-1.925012799342933,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,130.0,-0.2681327780642964,-0.46049569642034127,-0.3215360853637992,-0.018326238355850764,-0.3086198290793896,0.3272876519473091,0.5808383245715515,-0.3008131434104074,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.9146400187717143,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,4.867534450455582
137,"U St, N Dupont. Cozy! 2 bedroom",0.8091666292189913,0.5952693926966371,0.7485051726869626,0.8855656614389245,-0.4295106956787127,0.9355328007957316,0.2881519174941927,189.0,0.28043318172963927,2.502608485778246,-0.06591913940044118,-0.018321304400460023,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19470718343598678,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,5.241747015059643
138,Great 2BR Apartment - Dupont Circle,1.1254243577688088,-1.5647379642238726,0.7485051726869626,0.39309439198239454,-0.4295106956787127,0.9355328007957316,0.2881519174941927,140.0,-0.15841958610550927,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.44130224551947106,0.8366590354731858,0.5808383245715515,-1.2344270178443206,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.6922824468197649,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,4.941642422609304
139,Dupont Adams Morgan Comfy Gem,-1.1994063914644242,0.5952693926966371,0.34747747688247826,0.39309439198239454,-0.4295106956787127,-0.2506879948032519,0.2881519174941927,119.0,0.828999141523575,1.7618324402285992,-0.3215360853637992,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12851746873626016,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,4.77912349311153
140,Spacious Petworth Apartment ,0.5955244402518273,0.5952693926966371,-1.925012799342933,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,84.0,0.49985956564721357,-0.46049569642034127,-0.06591913940044118,-0.018325778194208105,-0.24227862085934887,0.19994480606583992,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,-1.5365258831652184,0.7947054518495527,-0.3563195095221102,-0.3558953507898927,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4.430816798843313
141,Contemporary House in NW DC,-0.3633420771598534,0.5952693926966371,0.7485051726869626,2.362979469808514,5.508126918872479,3.307974391993699,2.7818700968459535,500.0,3.571828940493253,-0.46049569642034127,0.18969780656291685,-0.01829765720493445,-0.24227862085934887,0.8366590354731858,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.7207898278392455,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,6.214608098422191
142,1-bedroom - walk to metro and zoo!,1.9396197865885516,0.5952693926966371,0.7485051726869626,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,115.0,5.766092779668996,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3563195095221102,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,4.74493212836325
143,Private entrance with kitchenette,-0.10091545134191975,0.5952693926966371,0.5613589146448699,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,84.0,-0.8166987378582321,-1.201271741969988,-0.06591913940044118,-0.01832028181903189,-0.17593741263930815,0.5819733437102474,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.06512006439118964,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,4.430816798843313
144,Garden Paradise in Southeast DC,-0.2136243226868015,-0.021875566423508543,-0.13375575808290294,-0.5918481469306653,0.41872324925717186,-0.2506879948032519,-0.5430874756230608,40.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.20910801674932852,-1.200826498630321,-1.981291722821502,-1.2344270178443206,-2.532200622523959,-1.221810384247748,-1.5365258831652184,-0.3891493148089094,-0.3563195095221102,-0.7264913040431417,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,3.6888794541139363
145,Beautiful Rowhouse Room close2Metro,0.5046844543917733,0.0706961774445133,0.7485051726869626,-0.5918481469306653,0.41872324925717186,-0.2506879948032519,-0.5430874756230608,75.0,-0.5972723539406578,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.47447284962949143,0.8366590354731858,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.948848875995091,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,4.31748811353631
146,Elegant B&B in Washington DC,-0.32633319403168326,0.5952693926966371,-1.925012799342933,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,220.0,-0.8166987378582321,-0.46049569642034127,-0.06591913940044118,-0.01829765720493445,-0.34179043318941,-0.6914551151044442,0.5808383245715515,0.6328007310235059,-1.056523433860767,0.4042185363447895,0.6774137512987364,-0.3891493148089094,-0.3563195095221102,-0.7835060660821032,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,5.393627546352362
147,Well Appointed Waterfront Studio,-0.13792433447008987,-2.4904554029040913,-1.925012799342933,-0.5918481469306653,-0.4295106956787127,-1.4369087904022355,-0.5430874756230608,99.0,-0.04870639414672212,0.2802803491293055,0.18969780656291685,-0.01832567593606529,0.023086212020814057,0.3272876519473091,0.5808383245715515,-0.3008131434104074,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.38440273180937345,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,4.59511985013459
148,"5 Stars in the City, Near Metro",1.885788683856668,-2.4904554029040913,-1.925012799342933,0.8855656614389245,-0.4295106956787127,0.9355328007957316,0.2881519174941927,119.0,-0.04870639414672212,1.0210563946789522,0.18969780656291685,-0.018325650371529587,2.3450284997222397,0.3272876519473091,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,-0.42955606593324097,-0.3891493148089094,-0.3563195095221102,0.3168788412698516,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,4.77912349311153
149,Cozy 1br in Adams Morgan,2.8295152036250064,0.5952693926966371,-0.8556056105309747,0.39309439198239454,-0.4295106956787127,-0.2506879948032519,0.2881519174941927,95.0,-0.8166987378582321,-0.46049569642034127,-0.06591913940044118,-0.018325624806993884,1.0182043353214252,-0.5641122692229751,-0.7002266991249751,-1.2344270178443206,-1.056523433860767,-1.221810384247748,0.6774137512987364,-0.3891493148089094,-0.19470718343598678,-0.6694765420041804,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,4.553876891600541
150,Big Georgetown Apt. with big patio,0.9185110566431303,0.5952693926966371,-0.5882538133279851,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,118.0,0.49985956564721357,-0.46049569642034127,0.7009316984896329,-0.01832580375874381,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3563195095221102,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,4.770684624465665
151,Charming Studio in Dupont Circle,-0.26577320345831396,0.00898168153249874,0.45441819576367404,-0.5918481469306653,-0.4295106956787127,-1.4369087904022355,-0.5430874756230608,125.0,-0.3778459700230835,0.2802803491293055,0.18969780656291685,-0.01832526690349404,1.0845455435414657,0.5819733437102474,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,0.5107290322023205,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,4.8283137373023015
152,Charming Flat in Dupont Circle,0.6829999821911386,0.5952693926966371,0.6415644538057668,1.3780369308954543,-0.4295106956787127,0.9355328007957316,1.1193913106114461,222.0,-0.8166987378582321,1.7618324402285992,-0.3215360853637992,-0.01829765720493445,-0.20910801674932852,-1.200826498630321,-0.7002266991249751,-0.3008131434104074,-2.532200622523959,-1.221810384247748,-0.42955606593324097,-1.5730040814673716,-0.19470718343598678,1.0523692715724535,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,5.402677381872279
153,Modern & Clean in Colombia Heights,-1.0244553075858016,-2.4904554029040913,-1.925012799342933,-0.09937687747413539,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,250.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3563195095221102,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,5.521460917862246
154,Cozy Studio Close to Everything!,-1.1607152863758827,-0.6390205255436542,0.5346237349245709,-0.5918481469306653,-0.4295106956787127,-1.4369087904022355,-0.5430874756230608,99.0,0.828999141523575,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3563195095221102,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,4.59511985013459
155,Cozy Apt in Columbia Heights DC,-1.1960419475436814,0.5952693926966371,0.7485051726869626,-1.0843194163871952,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,45.0,-0.48755916198187066,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.44130224551947106,0.8366590354731858,0.5808383245715515,-0.3008131434104074,0.4191537548024249,0.4042185363447895,0.6774137512987364,-0.3891493148089094,-0.3563195095221102,-0.4186115890327502,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3.8066624897703196
156,Brookland Studio ~ Just Renovated!,2.4291463770566204,0.5644121447406298,0.45441819576367404,0.8855656614389245,-0.4295106956787127,-0.2506879948032519,0.2881519174941927,79.0,1.0484255254411492,-0.46049569642034127,0.18969780656291685,-0.01829765720493445,-0.34179043318941,-0.18208373157856758,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,-0.42955606593324097,0.7947054518495527,3.0375393382864826,-0.0480156357795012,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,4.3694478524670215
